/js/jquery3.5.min.js-191,20,8734,5253,18813,28548,30252,2030,30252,0.000%,.61538,20.45,0.26
/css/lib-3b502e9f21.css-192,20,8136,5825,18369,23065,26251,437,26251,0.000%,.57763,28.06,0.25
/css/app-1a3af07598.css-193,20,1238,416,3300,4526,5346,406,5346,0.000%,.61248,2.57,0.27
/js/jquery.min.js-194,20,20952,4209,9286,30941,311057,831,311057,5.000%,.06201,1.97,0.02
/js/config.js-197,20,769,414,838,863,5900,394,5900,0.000%,.06125,0.04,0.03
/images/hpe-logo-white.png-198,20,837,412,1954,2254,2298,394,2298,0.000%,.06123,0.11,0.03
/css/content.css-190,20,23766,16368,29488,46623,129334,4204,129334,0.000%,.06052,10.64,0.03
/images/hpe-flag.png-202,20,1061,448,2480,3752,4021,401,4021,0.000%,.06392,0.06,0.03
/css/hpe_fonts/MetricWeb-Light.woff-203,20,5068,4582,9068,10137,11650,609,11650,0.000%,.06388,2.78,0.03
/css/hpe_fonts/MetricWeb-Semibold.woff-204,20,5359,4451,9154,9463,10221,614,10221,0.000%,.06489,2.94,0.03
/images/landingPage.jpg-201,20,13500,9054,30421,35916,35969,926,35969,0.000%,.06511,7.48,0.03
/workload-205,20,2739,1224,4297,8518,19522,329,19522,0.000%,.06593,0.77,0.04
/css/lib-3b502e9f21.css-207,20,5382,3402,6252,6479,35035,774,35035,0.000%,.06595,3.14,0.03
/css/app-1a3af07598.css-208,20,1394,423,3863,3871,7848,331,7848,0.000%,.06660,0.27,0.03
/js/workload.js-209,20,740,409,1800,2079,2628,373,2628,0.000%,.06662,0.20,0.03
/css/content.css-206,20,17806,16915,28702,32223,35369,1587,35369,0.000%,.06636,11.38,0.03
/images/hpe-logo-white.png-213,20,1187,415,3111,3144,4174,399,4174,0.000%,.06918,0.13,0.03
/js/jquery.min.js-212,20,9765,2328,13089,16106,113029,944,113029,0.000%,.06906,2.26,0.03
/js/config.js-214,20,952,419,2082,3253,4153,394,4153,0.000%,.06924,0.04,0.03
/images/hpe-flag.png-219,20,939,418,1192,1520,6435,394,6435,0.000%,.06934,0.07,0.03
/api/workload_api.php-218,20,608,459,863,1228,2179,440,2179,0.000%,.06943,0.07,0.04
/css/fonts/hpe-icons.woff-215,20,3401,2790,6668,6758,7719,747,7719,0.000%,.06937,2.32,0.03
/css/hpe_fonts/MetricWeb-Light.woff-216,20,4450,3184,9049,9827,12523,609,12523,0.000%,.06963,3.03,0.03
/css/hpe_fonts/MetricWeb-Medium.woff-217,20,15315,3619,6782,47911,194928,489,194928,5.000%,.07037,2.72,0.03
/ssd-type-220,20,1811,802,3129,6118,11830,409,11830,0.000%,.07129,0.89,0.04
/js/ssd-type.js-222,20,465,406,536,652,1263,370,1263,0.000%,.07131,0.12,0.03
/css/hpe_fonts/HPESimpleWeb-Regular.woff-221,20,4365,1362,5561,11149,35456,330,35456,0.000%,.07133,1.20,0.04
/server-type-223,20,2876,838,6030,10017,21962,300,21962,0.000%,.07145,0.89,0.04
/css/lib-3b502e9f21.css-225,20,5170,4160,10601,11126,13585,405,13585,0.000%,.07146,3.40,0.03
/js/server-type.js-226,20,1436,562,2510,3764,8236,265,8236,0.000%,.07170,0.22,0.03
/css/content.css-224,20,18293,13591,39517,46660,57195,620,57195,0.000%,.07165,12.29,0.03
/images/hpe-logo-white.png-230,20,1648,488,4125,5789,6422,274,6422,0.000%,.07502,0.14,0.04
/css/app-1a3af07598.css-229,20,1051,436,2140,2273,4014,271,4014,0.000%,.07506,0.31,0.03
/js/jquery.min.js-231,20,10338,2982,8464,11038,133646,375,133646,5.000%,.07506,2.35,0.03
/js/config.js-232,20,931,411,1335,1699,6210,284,6210,0.000%,.07594,0.05,0.03
/api/server_model_api.php?sid=null-237,20,706,461,876,1677,3485,385,3485,0.000%,.07506,0.04,0.05
/css/hpe_fonts/MetricWeb-Medium.woff-235,20,3576,2915,5549,5808,9807,411,9807,0.000%,.07507,3.04,0.04
/api/server_type_api.php-238,20,564,454,891,893,1830,340,1830,0.000%,.07648,0.05,0.05
/images/hpe-flag.png-239,20,677,419,1301,1347,1807,277,1807,0.000%,.07653,0.07,0.04
/css/fonts/hpe-icons.woff-234,20,4528,2944,6997,16184,17467,346,17467,5.000%,.07655,2.45,0.04
/css/hpe_fonts/MetricWeb-Semibold.woff-233,20,4379,4075,8155,9240,11952,377,11952,0.000%,.07691,3.49,0.04
/css/hpe_fonts/MetricWeb-Regular.woff-236,20,4049,3367,7392,10718,12897,412,12897,0.000%,.07856,3.47,0.04
/api/server_model_api.php?sid=5-240,20,819,462,1491,2596,3312,356,3312,0.000%,.07971,0.04,0.05
/drive-capacity-241,20,1435,837,3171,3518,3938,346,3938,0.000%,.07968,0.92,0.05
/js/drive-capacity.js-244,20,757,424,2166,2193,2380,287,2380,0.000%,.07986,0.14,0.04
/css/noUiSlider/distribute/nouislider.min.js-243,20,2020,2154,4165,4505,5289,293,5289,0.000%,.07990,0.72,0.04
/css/noUiSlider/distribute/nouislider.min.css-242,20,1256,458,2213,2691,8651,313,8651,0.000%,.08063,0.13,0.04
/api/drive_capacity_api.php?server_id=1&model_name=BL460c%20Gen10&loadtype=[%22RI%22]-246,20,2850,476,1289,1461,44442,342,44442,5.000%,.08065,0.05,0.05
/images/hpe-flag.png-247,20,1056,420,2205,2226,5900,273,5900,0.000%,.08071,0.08,0.04
/css/hpe_fonts/MetricWeb-Light.woff-245,20,5751,4723,10208,12174,13492,568,13492,0.000%,.08122,3.54,0.04
/interface-type-250,20,3083,1287,9674,11215,12477,380,12477,0.000%,.08530,1.03,0.05
/css/lib-3b502e9f21.css-252,20,7298,4984,10422,13310,58870,374,58870,5.000%,.08872,4.03,0.04
/chrome-variations/seed-254,20,1110,745,1373,3045,4618,639,4618,0.000%,.09091,4.43,0.03
/css/content.css-251,20,13953,12871,29465,31805,56677,608,56677,5.000%,.09187,14.99,0.04
/js/interface-type.js-253,20,1721,461,3902,6134,8380,262,8380,0.000%,.09930,0.26,0.04
/images/hpe-logo-white.png-258,20,847,411,1667,3842,4366,267,4366,0.000%,.10007,0.18,0.05
/css/app-1a3af07598.css-257,20,1252,545,2833,3186,4562,276,4562,0.000%,.10014,0.41,0.05
/js/jquery.min.js-259,20,2104,2037,4231,4486,4612,341,4612,0.000%,.10019,3.28,0.04
/js/config.js-263,20,537,405,990,1059,1499,275,1499,0.000%,.10152,0.06,0.04
/css/hpe_fonts/MetricWeb-Medium.woff-264,20,3270,2062,6741,14106,14316,356,14316,0.000%,.10153,4.11,0.05
/images/hpe-flag.png-267,20,534,414,877,896,1703,284,1703,0.000%,.10302,0.10,0.05
/css/fonts/hpe-icons.woff-265,20,2815,2005,5276,6513,7704,309,7704,0.000%,.10330,3.46,0.05
/api/interface_type_api.php-266,20,1555,484,5035,5230,5938,344,5938,0.000%,.10436,0.07,0.06
/api/interface_api.php-268,20,681,472,931,1264,2897,327,2897,0.000%,.10304,0.05,0.07
/form-factor-269,20,1455,812,3075,4459,5058,288,5058,0.000%,.10311,1.14,0.06
/js/form-factor.js-270,20,584,413,1381,1391,2250,264,2250,0.000%,.10339,0.26,0.04
/api/form_factor_api.php-271,20,636,460,915,1376,2492,337,2492,0.000%,.10229,0.08,0.06
/api/form_factor_type_api.php-272,20,496,453,613,901,958,333,958,0.000%,.10234,0.05,0.07
/images/M.2-Enablement-Kit-for-MLDL-single.jpg-276,20,4650,2039,8747,16468,27003,298,27003,0.000%,.10242,2.97,0.05
/images/SFF%20SATA.jpg-277,20,3989,1629,10469,15165,17817,280,17817,5.000%,.10500,2.13,0.05
/images/PCIe%20NVMe%20Workload%20Accelerator%20HHHL.jpg-273,20,3176,1701,3524,6387,27342,318,27342,5.000%,.10571,2.96,0.05
/mainstream-278,20,1743,835,5236,6088,7248,292,7248,0.000%,.10647,1.24,0.06
/images/SSD%20SATA%20M.2%202280.JPG-275,20,3202,1495,3565,14509,21614,314,21614,5.000%,.11055,3.09,0.05
/css/lib-3b502e9f21.css-280,20,2690,2441,6355,6430,8426,317,8426,0.000%,.11151,5.31,0.05
/js/mainstream.js-282,20,531,409,927,1403,1746,273,1746,0.000%,.11399,0.15,0.05
/images/LFF%20SATA.jpg-274,20,3525,1218,3876,4557,39693,299,39693,5.000%,.11403,2.63,0.05
/css/content.css-279,20,13101,1999,45343,46284,47973,593,47973,15.000%,.11604,16.98,0.04
/images/hpe-logo-white.png-285,20,1317,415,5884,5891,5902,272,5902,0.000%,.12748,0.23,0.06
/css/app-1a3af07598.css-284,20,627,410,841,1934,3087,274,3087,0.000%,.12762,0.53,0.06
/js/jquery.min.js-286,20,1629,581,3838,5672,6824,310,6824,0.000%,.12768,4.18,0.06
/js/config.js-287,20,610,404,910,930,4003,273,4003,0.000%,.12879,0.08,0.06
/images/hpe-flag.png-291,20,381,373,452,510,513,274,513,0.000%,.12882,0.12,0.06
/css/fonts/hpe-icons.woff-288,20,1904,437,4901,4910,15446,331,15446,0.000%,.12886,4.31,0.06
/css/hpe_fonts/MetricWeb-Light.woff-289,20,2453,542,3030,11771,20515,319,20515,0.000%,.13276,5.78,0.07
/recommendation-292,20,1565,908,4251,4850,5057,359,5057,0.000%,.13390,2.35,0.08
/css/customSlider.css-296,20,643,332,469,1375,5286,254,5286,0.000%,.13524,0.18,0.06
/css/jquery-ui.css-295,20,1115,398,861,1202,13653,274,13653,0.000%,.13625,1.28,0.06
/css/hpe_fonts/MetricWeb-Medium.woff-290,20,2155,620,2968,10975,13510,322,13510,5.000%,.13707,5.29,0.06
/css/bootstrapslider.css-294,20,773,396,922,1702,6131,273,6131,0.000%,.13871,0.38,0.06
/js/jquery-ui.min.js-297,20,3377,648,8776,16659,23659,392,23659,10.000%,.13873,9.22,0.05
/css/bootstrap/bootstrap.min.css-293,20,1386,425,4602,6127,6574,291,6574,0.000%,.14737,3.19,0.07
/js/validation.js-302,20,636,406,653,844,4961,261,4961,0.000%,.15073,0.19,0.07
/js/customSlider.js-304,20,491,418,791,1017,1100,276,1100,0.000%,.15625,0.34,0.07
/js/bootstrap/bootstrap.min.js-299,20,651,399,1038,2137,2382,278,2382,0.000%,.15687,2.16,0.07
/images/hpe-logo-white.png-301,20,405,396,570,581,596,254,596,0.000%,.15953,0.29,0.08
/js/recommendation.js-303,20,777,421,474,3736,4900,276,4900,0.000%,.15973,1.23,0.07
/css/lib-3b502e9f21.css-300,20,2455,680,5640,8142,23774,352,23774,0.000%,.16415,7.82,0.07
/js/jquery.min.js-308,20,1183,546,1636,2491,9669,323,9669,0.000%,.20328,6.65,0.09
/images/HPE%20SSD%20Portfolio%20Alignment.jpg-305,20,5906,1499,28315,31091,34595,668,34595,15.000%,.21529,47.66,0.09
/js/config.js-310,20,1265,300,5984,5985,6070,267,6070,0.000%,.34138,0.22,0.15
/api/result_api.php-312,20,1054,487,2606,2682,5083,329,5083,0.000%,.37439,3.85,0.34
/images/hpe-flag.png-315,20,411,285,810,966,1075,255,1075,0.000%,.37786,0.36,0.18
/api/server_model_api.php?sid=5-313,20,1619,771,2738,4858,5243,310,5243,0.000%,.38243,0.20,0.23
/css/fonts/hpe-icons.woff-311,20,507,381,812,827,982,319,982,0.000%,.38552,12.89,0.19
/api/get_server_compatibility_api.php-317,20,766,427,2168,2169,2455,301,2455,0.000%,.37857,0.26,0.27
/api/get_server_compatibility_api.php-316,20,718,341,2433,2775,2807,308,2807,0.000%,.38055,0.22,0.26
/api/get_max_values_api.php-314,20,627,370,779,2174,3023,311,3023,0.000%,.38248,0.23,0.35
/api/get_server_compatibility_api.php-321,20,848,474,2178,2499,3050,315,3050,0.000%,.38296,0.26,0.27
/api/get_server_compatibility_api.php-322,20,947,477,2761,3028,3030,321,3030,0.000%,.38409,0.26,0.27
/api/get_server_compatibility_api.php-318,20,432,368,498,529,1341,319,1341,0.000%,.38473,0.26,0.27
/api/get_server_compatibility_api.php-319,20,714,423,540,1562,5034,329,5034,0.000%,.37646,0.24,0.26
/api/get_server_compatibility_api.php-320,20,380,348,455,503,559,321,559,0.000%,.37688,0.26,0.27
/api/get_server_compatibility_api.php-327,20,476,357,561,581,1921,333,1921,0.000%,.37735,0.26,0.27
/api/get_server_compatibility_api.php-329,20,703,355,1654,1682,2988,331,2988,0.000%,.37734,0.26,0.27
/api/get_server_compatibility_api.php-323,20,710,400,1321,1991,3003,327,3003,0.000%,.36603,0.25,0.26
/api/get_server_compatibility_api.php-325,20,768,428,2331,2685,3001,319,3001,0.000%,.36635,0.25,0.26
/api/get_server_compatibility_api.php-330,20,552,383,560,562,2954,324,2954,0.000%,.36529,0.25,0.26
/api/get_server_compatibility_api.php-331,20,746,367,794,1881,5039,310,5039,0.000%,.36485,0.25,0.26
/api/get_server_compatibility_api.php-326,20,694,371,1626,1671,2400,325,2400,0.000%,.35731,0.20,0.24
/api/get_server_compatibility_api.php-332,20,911,375,2610,2661,2997,307,2997,0.000%,.34186,0.23,0.24
/api/get_server_compatibility_api.php-334,20,993,361,2547,2556,5047,325,5047,0.000%,.34242,0.22,0.24
/api/get_server_compatibility_api.php-333,20,1089,359,2686,2964,5086,317,5086,0.000%,.33044,0.21,0.23
/api/get_server_compatibility_api.php-336,20,817,359,2388,2438,2965,311,2965,0.000%,.33288,0.23,0.23
/api/get_server_compatibility_api.php-337,20,751,345,2344,2662,3016,314,3016,0.000%,.33371,0.23,0.24
/api/get_server_compatibility_api.php-339,20,689,350,1691,2434,2610,324,2610,0.000%,.33454,0.23,0.24
/api/get_server_compatibility_api.php-338,20,844,357,1981,2269,3021,302,3021,0.000%,.32659,0.22,0.23
/api/get_server_compatibility_api.php-335,20,971,416,2377,3011,5133,324,5133,0.000%,.32721,0.22,0.23
/api/get_server_compatibility_api.php-342,20,765,371,1544,2102,5129,320,5129,0.000%,.32834,0.23,0.23
/api/get_server_compatibility_api.php-341,20,462,332,392,526,2616,315,2616,0.000%,.32953,0.23,0.23
/api/get_server_compatibility_api.php-343,20,707,336,656,2058,5246,326,5246,0.000%,.32959,0.23,0.23
/api/get_server_compatibility_api.php-346,20,628,354,1670,1716,3015,318,3015,0.000%,.33135,0.23,0.23
/api/get_server_compatibility_api.php-348,20,935,382,2018,2836,5045,320,5045,0.000%,.32708,0.22,0.23
/api/get_server_compatibility_api.php-349,20,658,355,1259,2439,3006,317,3006,0.000%,.32722,0.22,0.23
/api/get_server_compatibility_api.php-352,20,782,355,1658,3000,3021,322,3021,0.000%,.32712,0.22,0.23
/api/get_server_compatibility_api.php-340,20,769,386,1567,2251,5045,311,5045,0.000%,.32715,0.22,0.23
/api/get_server_compatibility_api.php-353,20,927,353,2579,2991,3021,318,3021,0.000%,.31868,0.22,0.22
/api/get_server_compatibility_api.php-356,20,1163,806,2794,2972,2980,325,2980,0.000%,.33016,0.23,0.23
/api/get_server_compatibility_api.php-358,20,1010,351,2996,3010,3077,315,3077,0.000%,.34402,0.24,0.24
/api/get_server_compatibility_api.php-357,20,923,376,2618,2972,2972,326,2972,0.000%,.34364,0.24,0.24
/api/get_server_compatibility_api.php-362,20,885,367,2005,2338,2631,298,2631,0.000%,.33462,0.23,0.24
/api/get_server_compatibility_api.php-347,20,781,382,2613,2701,2950,312,2950,0.000%,.33070,0.23,0.23
/api/get_server_compatibility_api.php-360,20,1061,363,2683,2950,3018,322,3018,0.000%,.33081,0.23,0.23
/api/get_server_compatibility_api.php-363,20,727,346,1664,2611,3023,310,3023,0.000%,.33063,0.23,0.23
/api/get_server_compatibility_api.php-366,20,1040,349,2684,2720,3010,315,3010,0.000%,.33101,0.23,0.23
/api/get_server_compatibility_api.php-368,20,772,347,1231,2987,3015,315,3015,0.000%,.32947,0.23,0.23
/api/get_server_compatibility_api.php-367,20,855,354,2648,2990,3008,317,3008,0.000%,.33069,0.23,0.23
/api/get_server_compatibility_api.php-364,20,733,344,2038,2161,2695,324,2695,0.000%,.33075,0.23,0.23
/api/get_server_compatibility_api.php-371,20,477,345,406,1224,2065,314,2065,0.000%,.33079,0.23,0.23
/api/get_server_compatibility_api.php-370,20,752,360,2065,2352,2610,313,2610,0.000%,.33079,0.23,0.23
/api/get_server_compatibility_api.php-373,20,864,390,1943,2075,2333,314,2333,0.000%,.32261,0.22,0.23
/api/get_server_compatibility_api.php-374,20,565,349,1139,1710,2555,314,2555,0.000%,.32312,0.22,0.23
/api/get_server_compatibility_api.php-375,20,855,347,2020,2983,5299,323,5299,0.000%,.32358,0.22,0.23
/api/get_server_compatibility_api.php-365,20,1036,377,2279,3022,3049,319,3049,0.000%,.32408,0.22,0.23
/api/get_server_compatibility_api.php-378,20,726,341,2037,2341,2962,314,2962,0.000%,.31645,0.22,0.22
/api/get_server_compatibility_api.php-377,20,796,346,1913,2669,2721,322,2721,0.000%,.31650,0.22,0.22
/api/get_server_compatibility_api.php-379,20,580,340,1230,1445,1554,305,1554,0.000%,.32887,0.23,0.23
/api/get_server_compatibility_api.php-380,20,973,347,2170,2672,3001,312,3001,0.000%,.32843,0.23,0.23
/api/get_server_compatibility_api.php-369,20,1224,406,2977,3037,5232,324,5232,0.000%,.32826,0.23,0.23
/api/get_server_compatibility_api.php-383,20,669,355,1271,1708,3027,312,3027,0.000%,.35679,0.24,0.25
/api/get_server_compatibility_api.php-382,20,803,396,1999,2067,2099,326,2099,0.000%,.36909,0.25,0.26
/api/get_server_compatibility_api.php-384,20,604,349,1724,1973,2351,323,2351,0.000%,.36943,0.25,0.26
/api/get_server_compatibility_api.php-381,20,633,355,1212,1960,2683,317,2683,0.000%,.36921,0.25,0.26
